区域,城市,年份,文件类型,支出类别,匹配关键词,原文片段,金额（万元）,页码,文件名
东部,上海,2021,财政决算报告,physical,未明确方向,全市一般公共预算支出8430.9亿元，完成调整预算的100.6%，增长4.1%,84309000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,加上上解中央财政支出210.4亿元、地方政府一般债务还本支出421.4亿元、补充预算稳定调节基金866.7亿元、调出资金0.9亿元、结转下年支出154.4亿元，支出总量为10084.7亿元,2104000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,市级一般公共预算支出2843.3亿元，完成调整预算的104.2%，增长3.3%,28433000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,加上上解中央财政支出210.4亿元、市对区税收返还和转移支付支出1692.6亿元、地方政府一般债务还本支出142.2亿元、地方政府一般债务转贷支出262.9亿元、补充预算稳定调节基金194.8亿元、调出资金0.9亿元、结转下年支出28.2亿元，支出总量为5375.3亿元,2104000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,与2022年1月向市十五届人大六次会议报告的执行数相比，市级一般公共预算收支总量一致，其中中央与本市两级财政最终结算后上解中央财政支出减少4.6亿元，全部用于补充预算稳定调节基金,46000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,从支出决算具体情况看，市级支出2843.3亿元，完成调整预算的104.2%,28433000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,human,教育支出,其中：教育支出296.5亿元，完成调整预算的101.4%,2965000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,科学技术支出225亿元，完成预算的95.9%,2250000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,human,社会保障和就业,社会保障和就业支出430亿元，完成预算的99.6%,4300000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,human,卫生健康,卫生健康支出283.5亿元，完成调整预算的106%,2835000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,公共安全支出194.7亿元，完成预算的110.3%,1947000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,human,农林水,农林水支出91.3亿元，完成调整预算的120.4%,913000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,城乡社区支出303.5亿元，完成调整预算的98.7%,3035000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,交通运输,交通运输支出298.3亿元，完成调整预算的141.5%,2983000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,2021年，市对区一般公共预算转移支付1003.5亿元，完成预算的97.6%，其中，一般性转移支付665.3亿元，专项转移支付338.2亿元,10035000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,human,医院,2021年，按预算法规定安排的市级预备费70亿元，主要用于预算执行中增加安排新冠疫苗接种经费、疫情防控经费、市级公立医院开办及设备购置经费、公共污水处理系统运营经费、道路合杆整治经费等支出,700000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,2021年，市级使用以前年度结转资金安排的支出44亿元,440000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,2021年，市级“三公”经费财政拨款支出合计3.35亿元，比预算数减少4.05亿元，主要是各部门严格落实党政机关带头过紧日子要求，从严控制和压缩“三公”经费支出，以及受新冠肺炎疫情影响减少“三公”支出,33500.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,全市政府性基金预算支出3568.5亿元，完成调整预算的92.3%，下降3.5%,35685000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,加上地方政府专项债务还本支出423.8亿元、调出资金300.5亿元、结转下年支出794亿元，支出总量为5086.8亿元,4238000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,市级政府性基金预算支出915.8亿元，完成调整预算的99.1%，下降10.1%,9158000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,加上市对区转移支付支出122.7亿元、地方政府专项债务还本支出79.5亿元、地方政府专项债务转贷支出373.3亿元、调出资金66.1亿元、结转下年支出329.1亿元，支出总量为1886.5亿元,1227000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,交通,市级国有土地使用权出让支出851.8亿元，完成调整预算的98.8%，主要用于中心城区旧区改造、轨道交通和重点区域土地收储及配套基础设施建设等方面支出,8518000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,全市国有资本经营预算支出78.3亿元，完成预算的91.9%，下降36.4%,783000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,加上调出资金40.5亿元、结转下年支出74.5亿元，支出总量为193.3亿元,405000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,市级国有资本经营预算支出49.9亿元，完成预算的95.2%，下降47%,499000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,加上国有资本经营预算转移支付支出0.8亿元、调出资金28.7亿元、结转下年支出63.2亿元，支出总量为142.6亿元,8000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,全市社会保险基金支出4623.4亿元，完成调整预算的97.4%，增长7.5%,46234000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,加上中央调剂资金支出649.4亿元，支出总量为5272.8亿元,6494000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,安排落实专项资金和政府债券资金等130.2亿元，支持临港新片区建设，持续推进“两个15%”所得税优惠政策在新片区有效落地,1302000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,安排落实天使投资引导基金、创业投资引导基金共10亿元，实施培育科技小巨人企业等扶持政策，落实科技型中小企业研发费用加计扣除、高新技术企业所得税优惠政策等制度性税收优惠，支持拓展科创板上市储备企业清单,100000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,支出6亿元，支持长三角区域“水乡客厅”重大项目开工建设等,60000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,安排落实5.3亿元，推进虹桥国际开放枢纽建设,53000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,支出76.2亿元，支持在沪国家实验室和长三角国家技术创新中心等建设，强化国家战略科技力量，推动国家重大科技项目落户上海，试点基础研究领域项目经费包干制，推进基础研究高质量发展,762000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,安排落实专项资金75.5亿元，聚焦支持“五型经济”发展,755000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,支出97.9亿元，推进集成电路、生物医药、人工智能“三大先导产业”加快发展，支持关键核心技术攻关，落实软件、集成电路企业专项税收优惠等政策，着力打造战略性未来产业,979000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,交通,安排落实549.2亿元，支持轨道交通等交通基础设施建设、社会民生等领域重大项目,5492000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,human,医疗,坚持“外防输入、内防反弹”，全市统筹安排落实106.8亿元，其中，市级支出52.5亿元，重点用于保障疫苗接种、医疗救治、疫情防控人员补助、发热门诊改造、诊疗设备和防控物资购置、进口冷链物流防疫、基地航空公司航班防疫消毒等，推动健全公共卫生体系，支持上海市重大传染病和生物安全研究院、上海市免疫治疗创新研究院等研究机构建设,1068000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,human,就业,支出65亿元，完善多渠道灵活就业政策，促进高校毕业生等重点群体就业创业，支持做好失业人员再就业工作，实施职业技能提升、线上培训和以工代训补贴等政策，推动实现更高质量的充分就业,650000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,human,教育,支出296.5亿元，推进地方高水平大学和新一轮“双一流”建设等，支持高校服务国家和区域重大科技创新战略，推进优化高等教育和职业教育资源布局，支持实施上海高等教育人才揽蓄行动,2965000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,支出118.8亿元，深化长期护理保险制度试点,1188000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,human,医疗,支出117亿元，支持推进健康上海行动，支持公立医院基本建设和大型医疗设备购置，推进实施市级医院临床技能与临床创新三年行动计划,1170000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,保障性住房,安排落实523.2亿元，推进中心城区成片二级旧里以下房屋改造、旧住房综合改造、城中村改造和保障性住房建设，支持架空线入地和杆箱整治、既有多层住宅加装电梯、人行天桥加装无障碍电梯以及“美丽街区”提升改造等,5232000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,human,补贴,支出71亿元，健全以绿色生态为导向的农业补贴政策体系，支持都市现代农业发展，推进开展农村综合帮扶，保障美丽乡村建设，支持建成46个市级美丽乡村示范村、32个市级乡村振兴示范村，推动1.4万户农民相对集中居住,710000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,human,乡村振兴,支出78亿元，做好东西部协作和对口支援，支持对口地区实现巩固拓展脱贫攻坚成果同乡村振兴有效衔接,780000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,human,文化,围绕全面提升城市软实力，支出90亿元，保障中共一大纪念馆等红色文化传承地建设和公共文化设施建设，加快推进文化创意产业发展，支持办好重大文旅节庆活动，促进竞技体育发展，引领带动全民健身,900000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,支出31.3亿元，围绕推进治理数字化转型，重点支持政务服务“一网通办”和城市运行“一网统管”体系建设,313000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,human,农村,支出137.7亿元，支持“一江一河”城市治理，推进河道整治、农村生活污水治理等，支持完成崇明世界级生态岛建设第四轮三年行动计划，支持长江流域重点水域禁捕退捕,1377000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,支出77.9亿元，保障公共安全、社会治安、网络安全、应急管理、消防安全、防汛防台、食品安全等领域资金需求，支持加强对各类安全风险隐患的排查化解，保障城市安全运行和社会大局稳定,779000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,全市一般公共预算支出3812.7亿元，增长0.6%，完成调整预算的41.4%,38127000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,其中：市级支出1115.3亿元，下降9.8%，完成调整预算的36.6%,11153000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,区级支出2697.4亿元，增长5.7%，完成代编预算的43.8%,26974000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,human,卫生健康,1-6月，卫生健康支出435.6亿元，完成调整预算的65.9%,4356000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,human,社会保障和就业,社会保障和就业支出607.6亿元，完成调整预算的54.6%,6076000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,资源勘探工业信息,资源勘探工业信息等支出497亿元，完成预算的51.8%,4970000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,商业服务业等支出118.4亿元，完成预算的55.2%,1184000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,交通,全市政府性基金支出1344.3亿元，增长16.7%，完成调整预算的32.2%，增幅较高的主要原因是为积极扩大有效投资，加快拨付轨道交通建设资金等,13443000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,全市社会保险基金支出2298.6亿元，增长1%，完成预算的45.4%,22986000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,1-6月，市级安排落实64.7亿元，用于疫情防控工作,647000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,安排落实市对区补助资金40亿元，支持各区统筹用于集中隔离房源征用和运行保障、居民核酸检测、生活物资保供等疫情防控相关支出,400000.0,,上海市2025年预算.txt
东部,上海,2021,财政决算报告,physical,未明确方向,统筹平衡资金884亿元，支持完成中心城区成片二级旧里以下房屋改造目标任务,8840000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,全市一般公共预算支出9393.2亿元，完成调整预算的99.9%，增长11.4%,93932000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,加上上解中央财政支出、地方政府一般债务还本支出、补充预算稳定调节基金、调出资金、结转下年支出等2284.1亿元，支出总量为11677.3亿元,22841000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,市级一般公共预算支出2985.7亿元，完成调整预算的99.5%，增长5%,29857000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,加上上解中央财政支出、市对区税收返还和转移支付支出、地方政府一般债务还本支出、地方政府一般债务转贷支出、补充预算稳定调节基金、调出资金、结转下年支出等3301.1亿元，支出总量为6286.8亿元,33011000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,加上上解中央支出减少4.4亿元，一般公共预算净结余增加4.8亿元，全部用于补充预算稳定调节基金,44000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,从支出决算具体情况看，市级支出2985.7亿元，完成调整预算的99.5%,29857000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,教育支出,其中：教育支出312.2亿元，完成调整预算的101.4%,3122000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,社会保障和就业,社会保障和就业支出467.2亿元，完成预算的99.6%,4672000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,卫生健康,卫生健康支出381.9亿元，完成预算的143.7%,3819000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,节能环保支出137.3亿元，完成调整预算的101.7%,1373000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,交通运输,交通运输支出275.8亿元，完成预算的99%,2758000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,2022年，市对区一般公共预算转移支付1118.6亿元，完成调整预算的108.5%，其中：一般性转移支付840亿元，专项转移支付278.6亿元,11186000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,医疗,2022年，按预算法规定安排的市级预备费70亿元，主要用于预算执行中增加安排市级新冠定点医疗机构开办运营、服务保障外省市援沪医疗队、提升核酸检测能力、发放电子消费券等疫情防控和复工复产相关支出,700000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,2022年，市级使用以前年度结转资金25.7亿元,257000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,2022年，市级“三公”经费财政拨款支出合计3.1亿元，比预算数减少4.3亿元，主要是各部门严格落实党政机关带头过紧日子要求，从严控制和压缩“三公”经费支出，以及受新冠肺炎疫情影响，各单位因公出国（境）、公务接待活动、公务用车购置及使用频次下降,31000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,全市政府性基金预算支出3736.5亿元，完成调整预算的89.4%，增长4.7%,37365000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,加上地方政府专项债务还本支出、调出资金、结转下年支出等1949.1亿元，支出总量为5685.6亿元,19491000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,市级政府性基金预算支出875.3亿元，完成调整预算的98%，下降4.4%,8753000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,加上市对区转移支付支出、地方政府专项债务还本支出、地方政府专项债务转贷支出、调出资金、结转下年支出等1269.7亿元，支出总量为2145亿元,12697000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,交通,市级国有土地使用权出让支出806.1亿元，完成调整预算的99.1%，主要用于中心城区旧区改造、轨道交通和重点区域土地收储及配套基础设施建设等方面支出,8061000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,加上调出资金、结转下年支出等124.4亿元，支出总量为270.4亿元,1244000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,市级国有资本经营预算支出110.3亿元，完成预算的96.8%，增长121%,1103000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,加上国有资本经营预算转移支付支出、调出资金、结转下年支出等98.7亿元，支出总量为209亿元,987000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,全市社会保险基金支出4903.6亿元，完成预算的96.8%，增长6.1%,49036000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,加上全国统筹调剂资金支出32.3亿元，支出总量为4935.9亿元,323000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,为支持各区疫情防控，缓解财政收支矛盾，进一步加大市对区转移支付力度，在年初预算基础上新增安排市对区疫情防控一揽子转移支付补助资金125亿元，并将中央下达本市减税降费补助资金重点向区级倾斜，及时分配下达各区215.7亿元补充区级财力,1250000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,聚焦保障临港新片区发展，市区两级统筹投入117.8亿元，加快推动临港新片区基础设施和公共设施建设，持续推进新片区内重点产业企业所得税优惠政策精准实施，促进重点产业加速集聚,1178000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,聚焦保障长三角生态绿色一体化发展示范区建设，落实专项资金11.8亿元，扎实推进长三角一体化高质量发展,118000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,教育支出,全市财政教育支出1122.6亿元，其中，市级支出312.2亿元,11226000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,全市财政科技支出386.3亿元，其中，市级支出168.9亿元,3863000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,落实市级建设资金473.8亿元，用好地方政府专项债券等资金，支持重大项目建设，发挥政府投资带动作用和财政政策激励作用，激发民间投资活力，形成投资内生增长机制,4738000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,市级投入11.5亿元，支持发放“爱购上海”电子消费券、举办“五五购物节”等重大促消费活动，释放消费潜力,115000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,就业,统筹帮扶重点群体就业，投入1亿元，对招录登记失业三个月以上人员或本市高校应届毕业生的企业，给予一次性吸纳就业补贴,10000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,投入1.8亿元，实施国家一次性扩岗补助政策,18000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,就业,投入3亿元，实施困难行业企业稳就业补贴，帮助企业稳定岗位、不裁员少裁员,30000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,补贴,投入1.7亿元，加大线上职业培训补贴力度,17000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,社保,全市社保支出1120.5亿元，其中，市级支出467.2亿元,11205000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,卫生健康,全市卫生健康支出1308.3亿元，其中，市级支出381.9亿元,13083000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,文化旅游体育与传媒,全市文化旅游体育与传媒支出162.2亿元，其中，市级支出75.7亿元,1622000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,能源,投入1.2亿元，促进新能源汽车消费和绿色家电消费,12000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,投入160.5亿元，完成全市20.3万平方米二级以下旧里改造，全面完成中心城区成片旧改任务,1605000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,市级投入21亿元，支持老旧小区改造以及既有多层住宅加装电梯工作,210000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,市级投入27.4亿元，支持城中村改造,274000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,投入90亿元，支持健全公共安全、社会治安防控体系，强化科技支撑，提高超大城市运行风险隐患排查和应急处置能力,900000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,农民,投入39.2亿元，推进农民相对集中居住,392000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,乡村振兴,投入77.8亿元，巩固拓展对口支援地区脱贫攻坚成果同乡村振兴有效衔接，支持深化与革命老区重点城市的对口合作,778000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,全市一般公共预算支出4314.2亿元，增长13.2%，完成预算的45.4%,43142000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,其中：市级支出1221亿元，增长9.5%，完成预算的39.7%,12210000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,区级支出3093.2亿元，增长14.7%，完成代编预算的48.1%,30932000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,卫生健康,1-6月，卫生健康支出453亿元，完成预算的51.7%,4530000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,human,社会保障和就业,社会保障和就业支出677.9亿元，完成预算的54.5%,6779000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,资源勘探工业信息,资源勘探工业信息等支出623.2亿元，完成预算的65.1%,6232000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,商业服务业等支出127.6亿元，完成预算的58%,1276000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,交通,全市政府性基金支出1099.7亿元，下降18.2%，完成预算的33.4%，主要是按项目实施进度据实拨付旧区改造支出、轨道交通等城市基础设施建设支出,10997000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,全市国有资本经营支出66.3亿元，增长8%，完成预算的52.2%,663000.0,,上海市2025年预算.txt
东部,上海,2022,财政决算报告,physical,未明确方向,全市社会保险基金支出2548.9亿元，增长10.9%，完成预算的47.1%,25489000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,未明确方向,全市一般公共预算支出9638.5亿元，完成调整预算的100.6%，增长2.6%,96385000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,未明确方向,加上上解中央财政支出、地方政府一般债务还本支出等2094亿元，支出总量为11732.5亿元,20940000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,未明确方向,市级一般公共预算支出3318.8亿元，完成调整预算的107.3%，增长11.2%,33188000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,未明确方向,加上上解中央财政支出、市对区税收返还和转移支付等3068亿元，支出总量为6386.8亿元,30680000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,未明确方向,上解中央支出减少4.6亿元，因此，一般公共预算净结余增加4.6亿元，全部用于补充预算稳定调节基金,46000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,未明确方向,从支出决算具体情况看，市级支出3318.8亿元，完成调整预算的107.3%,33188000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,教育支出,其中：教育支出336.5亿元，完成预算的100.5%,3365000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,未明确方向,科学技术支出265.3亿元，完成预算的115.7%,2653000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,社会保障和就业,社会保障和就业支出474.6亿元，完成预算的92.1%,4746000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,卫生健康,卫生健康支出328亿元，完成预算的109.2%,3280000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,未明确方向,节能环保支出184.3亿元，完成预算的103.3%,1843000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,交通运输,交通运输支出341.4亿元，完成调整预算的109.2%,3414000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,未明确方向,2023年，市对区一般公共预算转移支付972.5亿元，完成预算的96%，其中：一般性转移支付703亿元，专项转移支付269.5亿元,9725000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,未明确方向,2023年，按预算法规定安排的市级预备费70亿元，主要用于预算执行中增加安排战略性新兴产业发展专项资金、产业高质量发展专项资金等支出,700000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,未明确方向,2023年，市级使用以前年度结转资金53.1亿元,531000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,未明确方向,2023年，市级“三公”经费财政拨款支出合计4.22亿元，比预算数减少2.98亿元，主要是各市级部门厉行节约，严格“三公”经费管理约束,42200.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,未明确方向,全市政府性基金预算支出2997.7亿元，完成调整预算的88.9%，下降19.8%,29977000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,未明确方向,加上地方政府专项债务还本支出、调出资金等1492.7亿元，支出总量为4490.4亿元,14927000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,未明确方向,市级政府性基金预算支出717.5亿元，完成调整预算的96.9%，下降18%,7175000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,未明确方向,加上市对区转移支付支出、地方政府专项债务转贷支出等901.2亿元，支出总量为1618.7亿元,9012000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,交通,市级国有土地使用权出让支出638.7亿元，完成调整预算的96.8%，主要用于中心城区旧区改造、轨道交通和重点区域土地收储及配套基础设施建设等方面支出,6387000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,未明确方向,全市国有资本经营预算支出119.4亿元，完成预算的94.1%，下降18.2%，主要是按照量入为出、收支平衡的原则编制，支出规模相应减少,1194000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,未明确方向,加上调出资金等90.3亿元，支出总量为209.7亿元,903000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,未明确方向,市级国有资本经营预算支出89.1亿元，完成预算的99.4%，下降19.2%,891000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,未明确方向,加上调出资金等66.6亿元，支出总量为155.7亿元,666000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,未明确方向,全市社会保险基金支出5341.7亿元，完成预算的98.7%，增长8.9%,53417000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,未明确方向,加上全国统筹调剂资金支出23.2亿元，支出总量为5364.9亿元,232000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,未明确方向,加大财政科技投入力度，2023年全市财政科技支出528.1亿元，增长36.7%,5281000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,未明确方向,全市公共安全支出473.5亿元，支持完善公共安全、社会治安防控体系，促进安全韧性城市建设,4735000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,就业,加大精准帮扶力度，全市多渠道统筹安排88亿元，综合实施高校、中职毕业生就业补贴、一次性吸纳就业补助等政策，持续强化高校毕业生、困难人群等重点群体就业支持和帮扶,880000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,社会保障和就业,全市社会保障和就业支出1187.6亿元,11876000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,教育支出,落实“两个只增不减”要求，全市财政教育支出1206.1亿元,12061000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,乡村振兴,投入78.8亿元，积极推进东西部协作与对口支援，支持对口帮扶地区巩固拓展脱贫攻坚成果同乡村振兴有效衔接，深化与革命老区重点城市对口合作,788000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,human,文化旅游体育与传媒,全市文化旅游体育与传媒支出152.7亿元,1527000.0,,上海市2025年预算.txt
东部,上海,2023,财政决算报告,physical,未明确方向,全市一般公共预算支出4217.8亿元，下降2.2%，完成预算的42.7%,42178000.0,,上海市2025年预算.txt
