区域,城市,年份,文件类型,支出类别,匹配关键词,原文片段,金额（万元）,页码,文件名
东部,北京,2022,财政决算报告,human,社会保障和就业,２０２２年社会保障和就业支出决算数为２０１４９９１万元，与２０２２年调整预,2014991.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,社会保障,（１）人力资源和社会保障管理事务决算数为７３１５４万元，与２０２２年调,73154.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,①行政运行决算数为２４８７２万元，比２０２２年调整预算增加２５５５万元，,24872.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,②一般行政管理事务决算数为１４０万元，比２０２２年调整预算减少１８３万元，下降５６􀆰７％，主要是落实过“紧日子”要求，压减会议、差旅、因,140.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,③机关服务决算数为４３１万元，比２０２２年调整预算增加５６万元，增,431.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,④社会保险经办机构决算数为５７２万元，比２０２２年调整预算减少１００万元，下降１４􀆰９％，主要是因业务流程调整优化，减少材料邮寄费等相关,572.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,⑤劳动关系和维权决算数为５８４万元，比２０２２年调整预算增加９１万元，增长１８􀆰４％，主要是增加了部分重点项目咨询服务经费,584.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,人才,⑦博士后日常经费决算数为２２４７万元，比２０２２年调整预算减少８３８万元，下降２７􀆰２％，主要是国际博士后引进人才申报数量未达到预期，调,2247.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,⑧事业运行决算数为４０２２万元，比２０２２年调整预算增加９３８万元，,4022.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,社会保障,⑨其他人力资源和社会保障管理事务支出决算数为３５４９万元，比,3549.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,２０２２年调整预算减少２１１６万元，下降３７􀆰３％，主要是因机构改革全市市,2116.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（２）民政管理事务决算数为７２９４５万元，比２０２２年调整预算减少,72945.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,①行政运行决算数为２０３３３万元，比２０２２年调整预算增加１８９６万元，,20333.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,②社会组织管理决算数为４０６４万元，比２０２２年调整预算减少１３８２万元，下降２５􀆰４％，主要是依职责变化调整社会组织党建工作经费,4064.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,③其他民政管理事务支出决算数为４７０３３万元，比２０２２年调整预算减,47033.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,养老,（３）行政事业单位养老支出决算数为５２１４１９万元，与２０２２年调整预,521419.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（４）企业改革补助决算数为１０８７６万元，与２０２２年调整预算基本,10876.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（６）抚恤决算数为１８４６６万元，比２０２２年调整预算减少１９５０万元，,18466.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,①烈士纪念设施管理维护决算数为１５４万元，比２０２２年调整预算增加,154.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,②其他优抚支出决算数为８１０万元，比２０２２年调整预算减少２１５４万元，下降７２􀆰７％，主要是压减部分支出，调整用于烈士纪念设施修缮补,810.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（７）退役安置决算数为２５２５５４万元，与２０２２年调整预算基本持平,252554.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,教育,其中：退役士兵管理教育决算数为１３８万元，比２０２２年调整预算减少３７７万元，下降７３􀆰２％，主要是根据实际情况压减部分支出，调整用于保障其,138.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（８）社会福利决算数为８１９７００万元，比２０２２年调整预算增加３５７４６万元，增长４􀆰６％,819700.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,儿童,①儿童福利决算数为１９１９５万元，比２０２２年调整预算增加１９９０万元，,19195.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,补贴,②老年福利决算数为６０９５８万元，比２０２２年调整预算增加１１１７６万元，增长２２􀆰４％，主要是因失能老年人数增加，增加相关津贴补贴经费,60958.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,③殡葬决算数为７２４４万元，比２０２２年调整预算增加１４０９万元，增长,7244.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,④社会福利事业单位决算数为３９９８８万元，比２０２２年调整预算增加,39988.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,养老,⑤养老服务决算数为４３４８７万元，比２０２２年调整预算减少６７４７万元，,43487.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,⑥其他社会福利支出决算数为６８９５万元，比２０２２年调整预算增加,6895.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,残疾人,（９）残疾人事业决算数为３６４７８万元，比２０２２年调整预算增加１１７４１万元，增长４７􀆰５％,36478.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,①行政运行决算数为２９６７万元，比２０２２年调整预算增加３４１万元，,2967.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,残疾人,②残疾人康复决算数为５２８万元，比２０２２年调整预算减少１５４万元，,528.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,就业,③残疾人就业决算数为９２７万元，比２０２２年调整预算减少２２２万元，,927.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,残疾人,④残疾人体育决算数为１４３１４万元，比２０２２年调整预算增加１１８９７万元，增长４９２􀆰３％，主要是安排残疾人运动员参加残奥会、残运会等取得,14314.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（１０）红十字事业决算数为５３００万元，比２０２２年调整预算增加１２５万元，增长２􀆰４％,5300.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,其中：行政运行决算数为２３０５万元，比２０２２年调整预算,2305.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（１１）临时救助决算数为４４３７万元，比２０２２年调整预算减少２０９万元，下降４􀆰５％,4437.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,养老,（１２）财政对基本养老保险基金的补助决算数为１２６７９３万元，比２０２２,126793.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,年调整预算增加３９７００万元，增长４５􀆰６％,39700.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,养老,老保险基金的补助决算数为４８６５３万元，比２０２２年调整预算增加３９７００万元，增长４４３􀆰４％，主要是按照中央要求落实对企业职工基本养老保险基,48653.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（１３）退役军人管理事务决算数为１３４６０万元，比２０２２年调整预算减,13460.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,其中：一般行政管理事务决算数为３２５６万元，比,3256.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,２０２２年调整预算减少１１５４万元，下降２６􀆰２％，主要是调减部分机动经费，,1154.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,社会保障和就业,（１４）其他社会保障和就业支出决算数为５９３８７万元，比２０２２年调整,59387.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,预算减少６５５３６万元，下降５２􀆰５％，主要是压减部分支出，调整用于对企,65536.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,卫生健康,２０２２年卫生健康支出决算数为２６４１５４３万元，比２０２２年调整预算增加,2641543.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,卫生健康,（１）卫生健康管理事务决算数为６２２３３万元，与２０２２年调整预算基本,62233.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,①行政运行决算数为１８６２８万元，比２０２２年调整预算增加１９６１万元，,18628.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,医院,（２）公立医院决算数为１１５１４６２万元，比２０２２年调整预算增加５４８８１２５万元，增长５％,1151462.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,医院,①传染病医院决算数为１１５７９１万元，比２０２２年调整预算增加２１９８７万元，增长２３􀆰４％，主要是因疫情增加相关资金投入,115791.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,医院,②儿童医院决算数为８４６３０万元，比２０２２年调整预算增加８８２４万元，,84630.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,医院,③其他专科医院决算数为６０１４８万元，比２０２２年调整预算减少９１３５万元，下降１３􀆰２％，主要是压减部分支出，调整用于疫情防控工作,60148.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,医院,④其他公立医院支出决算数为１７１００万元，比２０２２年调整预算减少,17100.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,医疗,（３）基层医疗卫生机构决算数为１８８１８万元，与２０２２年调整预算基本,18818.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,卫生,（４）公共卫生决算数为３９９１４５万元，比２０２２年调整预算增加２５１７４８万元，增长１７０􀆰８％，其中：,399145.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,妇幼,①妇幼保健机构决算数为５５９０万元，比２０２２年调整预算增加６３９万元，增长１２􀆰９％，主要是人员经费正常调资及落实国家有关政策导致经费,5590.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,卫生,②精神卫生机构决算数为１４１２万元，比２０２２年调整预算增加２２６万元，增长１９􀆰１％，主要是人员经费正常调资及落实国家有关政策导致经费,1412.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,③应急救治机构决算数为２０８６７万元，比２０２２年调整预算增加１９８８万元，增长１０􀆰５％，主要是增加医务人员集中隔离食宿补助,20867.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,④采供血机构决算数为５２０５万元，比２０２２年调整预算增加１８３４万元，增长５４􀆰４％，主要是人员经费正常调资及落实国家有关政策导致经费,5205.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,卫生,⑤重大公共卫生服务决算数为３１３４万元，比２０２２年调整预算减少５０８万元，下降１４％，主要是受疫情影响，部分重大公共卫生服务项目无法有,3134.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,卫生,⑥突发公共卫生事件应急处理决算数为２７０１９３万元，比２０２２年调整,270193.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,预算增加２４３２７９万元，增长９０３􀆰９％，主要是加大疫情防控投入,243279.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（５）中医药决算数为１５７０１万元，比２０２２年调整预算减少１０８５４万元，下降４０􀆰９％,15701.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,①中医（民族医）药专项决算数为１５５６９万元，比２０２２年调整预算减,15569.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,②其他中医药支出决算数为１３１万元，比２０２２年调整预算增加４３万元，增长４８􀆰７％，主要是用于保障新增人员相关经费,131.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（６）计划生育事务决算数为１２３３７万元，比２０２２年调整预算增加,12337.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,①计划生育机构决算数为１８０４万元，比２０２２年调整预算增加２４１万元，增长１５􀆰４％，主要是人员经费正常调资及落实国家有关政策导致经费,1804.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,②其他计划生育事务支出决算数为１０５３３万元，比２０２２年调整预算增,10533.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,医疗,（７）行政事业单位医疗决算数为５２５４４８万元，与２０２２年调整预算基,525448.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,医疗,（８）财政对基本医疗保险基金的补助决算数为４０２１１９万元，与２０２２,402119.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,为３１２７万元，比２０２２年调整预算增加３１２７万元，增长１００％，主要是在,3127.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,医疗,（９）医疗救助决算数为５００万元，与２０２２年调整预算基本持平,500.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,医疗,（１０）医疗保障管理事务决算数为１８６８２万元，比２０２２年调整预算减,18682.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,①行政运行决算数为７９４５万元，比２０２２年调整预算增加５９４万元，,7945.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,医疗,②医疗保障政策管理决算数为９４５７万元，比２０２２年调整预算减少,9457.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,卫生健康,（１１）老龄卫生健康事务决算数为３５８０万元，比２０２２年调整预算减少,3580.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,卫生健康,（１２）其他卫生健康支出决算数为３１５１９万元，比２０２２年调整预算减,31519.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,２０２２年节能环保支出决算数为１６２４６５７万元，与２０２２年调整预算基本,1624657.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（１）环境保护管理事务决算数为２７８９７万元，比２０２２年调整预算增加,27897.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,①行政运行决算数为１１２１９万元，比２０２２年调整预算增加９９６万元，,11219.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,②生态环境国际合作及履约决算数为１４１万元，比２０２２年调整预算减,141.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（２）环境监测与监察决算数为１４２７万元，比２０２２年调整预算减少８２万元，下降５􀆰４％，主要是部分核与辐射安全监督项目未开展，调减相关,1427.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（３）污染防治决算数为９８７６３１万元，与２０２２年调整预算基本持平,987631.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,其中：固体废弃物与化学品决算数为７５８９万元，比２０２２年调整预算增加,7589.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（４）自然生态保护决算数为２６８１万元，比２０２２年调整预算增加７７７万元，增长４０􀆰８％，其中：生态保护决算数为１１９１万元，比２０２２年调整,2681.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,预算增加７７７万元，增长１８７􀆰７％，主要是为落实生态产品价值实现机制，,777.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,能源,（５）能源节约利用决算数为３２３５１６万元，比２０２２年调整预算减少,323516.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（６）污染减排决算数为１６０４６万元，比２０２２年调整预算增加６５３万元，增长４􀆰２％,16046.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,其中：生态环境监测与信息决算数为１３１９９万元，比,13199.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,２０２２年调整预算增加８６６万元，增长７％，主要是人员经费正常调资及落,866.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,能源,（７）能源管理事务决算数为１２７３４１万元，比２０２２年调整预算减少,127341.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（８）其他节能环保支出决算数为１３８１１８万元，比２０２２年调整预算增,138118.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,２０２２年城乡社区支出决算数为２２２８５６６万元，比２０２２年调整预算增加,2228566.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（１）城乡社区管理事务决算数为１７５６７０万元，比２０２２年调整预算增,175670.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,①行政运行决算数为７９０４５万元，比２０２２年调整预算增加８４８１万元，,79045.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,②执业资格注册、资质审查决算数为２９３万元，比２０２２年调整预算减,293.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（２）城乡社区规划与管理决算数为６６５４万元，比２０２２年调整预算增,6654.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（３）城乡社区公共设施决算数为１５８９９５６万元，比２０２２年调整预算增,1589956.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,交通,①轨道交通支出决算数为１２５１１８３万元，比２０２２年调整预算增加,1251183.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,②其他城乡社区公共设施支出决算数为３３８７７４万元，比２０２２年调整,338774.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,预算增加４３２７２万元，增长１４􀆰６％，主要是用于改造类应急隔离房项目,43272.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,卫生,（４）城乡社区环境卫生决算数为３５４７４５万元，比２０２２年调整预算增,354745.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（５）建设市场管理与监督决算数为１４３９万元，比２０２２年调整预算减,1439.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（６）其他城乡社区支出决算数为１００１０２万元，与２０２２年调整预算基,100102.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,农林水,２０２２年农林水支出决算数为１５６１２５０万元，比２０２２年调整预算减少,1561250.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,农村,（１）农业农村决算数为３２７６１５万元，与２０２２年调整预算基本持平,327615.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,②统计监测与信息服务决算数为４８４２万元，比２０２２年调整预算减少,4842.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,④农田建设决算数为２３６万元，比２０２２年调整预算减少８６万元，下,236.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,农村,⑤其他农业农村支出决算数为２７４４万元，比２０２２年调整预算增加４１３万元，增长１７􀆰７％，主要是加大传统村落保护经费投入,2744.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（２）林业和草原决算数为４５８６１４万元，比２０２２年调整预算减少,458614.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,①森林资源培育决算数为３０７７３６万元，比２０２２年调整预算减少４４１２１万元，下降１２􀆰５％，主要是百万亩造林等实际执行量小于年初预计，相应,307736.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,②执法与监督决算数为５２７万元，比２０２２年调整预算减少１４８万元，,527.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,④产业化管理决算数为３３０万元，比２０２２年调整预算减少５４万元，,330.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,⑤信息管理决算数为３０７８万元，比２０２２年调整预算增加３１４万元，,3078.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,⑥林业草原防灾减灾决算数为１３１９５万元，比２０２２年调整预算增加,13195.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,⑦其他林业和草原支出决算数为３８１６０万元，比２０２２年调整预算增加,38160.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,水利,（３）水利决算数为７３９１８２万元，比２０２２年调整预算减少４９４９９万元，,739182.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,水利,②水利执法监督决算数为１１０７８万元，比２０２２年调整预算增加２９２３万元，增长３５􀆰８％，主要是人员经费正常调资及落实国家有关政策导致经,11078.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,③水土保持决算数为２６７８万元，比２０２２年调整预算减少３８５万元，,2678.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,④水资源节约管理与保护决算数为９１３６３万元，比２０２２年调整预算增,91363.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,⑤水文测报决算数为１１５２７万元，比２０２２年调整预算增加１４４４万元，,11527.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,⑥信息管理决算数为２７６２万元，比２０２２年调整预算增加３０８万元，,2762.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,⑦南水北调工程建设决算数为６８０００万元，比２０２２年调整预算增加,68000.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,水利,⑧其他水利支出支出决算数为６５０７万元，比２０２２年调整预算减少,6507.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（４）普惠金融发展支出决算数为３５８３９万元，比２０２２年调整预算增加,35839.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,补贴,①农业保险保费补贴决算数为３３１２２万元，比２０２２年调整预算增加,33122.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,②创业担保贷款贴息及奖补决算数为２７１６万元，比２０２２年调整预算,2716.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,交通运输,２０２２年交通运输支出决算数为３３６９２７９万元，与２０２２年调整预算基本,3369279.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（１）公路水路运输决算数为６３９０３５万元，比２０２２年调整预算减少,639035.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,①行政运行决算数为４１０４０万元，比２０２２年调整预算增加４３２０万元，,41040.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,②一般行政管理事务决算数为５７０９３万元，比２０２２年调整预算减少,57093.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,交通运输,③交通运输信息化建设决算数为５７０７万元，比２０２２年调整预算增加,5707.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,④公路运输管理决算数为３０００万元，比２０２２年调整预算减少１７１３万元，下降３６􀆰３％，主要是调整部分资金，用于落实优化营商环境相关,3000.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,⑤其他公路水路运输支出决算数为２０５６９０万元，比２０２２年调整预算,205690.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（２）民用航空运输决算数为７９０５万元，比２０２２年调整预算增加７９０５万元，增长１００％，其中：其他民用航空运输支出决算数为７９０５万元，比,7905.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,２０２２年调整预算增加７９０５万元，增长１００％，主要是据财政部、民航局要,7905.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（３）邮政业支出决算数为７１９万元，与２０２２年调整预算基本持平,719.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,交通运输,（４）其他交通运输支出决算数为２７２１６１９万元，比２０２２年调整预算增,2721619.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,human,补贴,其中：对农村道路客运的补贴决算数为１９０２９万元，比２０２２年调整预算增加１９０２９万元，增长１００％，主要是根据年中,19029.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,资源勘探工业信息,２０２２年资源勘探工业信息等支出决算数为５３３９５６万元，与２０２２年调,533956.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（１）资源勘探开发决算数为２２８９万元，与２０２２年调整预算基本持平,2289.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（２）制造业决算数为１１８０万元，比２０２２年调整预算减少４１２５万元，,1180.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,下降７７􀆰８％，其中：其他制造业支出决算数为１１８０万元，比２０２２年调整,1180.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,预算减少４１２５万元，下降７７􀆰８％，主要是由于部分单位因转企改制未达到,4125.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（３）工业和信息产业监管决算数为３１７２２７万元，与２０２２年调整预算,317227.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,①一般行政管理事务决算数为２４４０５万元，比２０２２年调整预算增加,24405.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,②产业发展决算数为２０１８８４万元，比２０２２年调整预算减少２９１１６万元，下降１２􀆰６％，主要是根据项目推进情况，调减部分高精尖项目资金,201884.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,③其他工业和信息产业监管支出决算数为７４６８４万元，比２０２２年调整,74684.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,预算增加１９０６０万元，增长３４􀆰３％，主要是增加电子政务网络相关支出,19060.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（４）国有资产监管决算数为１４０７６万元，比２０２２年调整预算减少６６１万元，下降４􀆰５％，其中：一般行政管理事务决算数为６０６３万元，比２０２２,14076.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,年调整预算减少８４１万元，下降１２􀆰２％，主要是落实过“紧日子”要求，,841.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（５）支持中小企业发展和管理支出决算数为３６３７４万元，比２０２２年调,36374.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,整预算增加１４９９９万元，增长７０􀆰２％,14999.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,３６３７４万元，比２０２２年调整预算增加１４９９９万元，增长７０􀆰２％，主要是支,14999.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,资源勘探工业信息,（６）其他资源勘探工业信息等支出决算数为１６２８０９万元，与２０２２年,162809.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,２０２２年商业服务业等支出决算数为１５６２９８万元，比２０２２年调整预算,156298.0,,北京市2025政府工作报告.txt
东部,北京,2022,财政决算报告,physical,未明确方向,（１）商业流通事务决算数为１２７４９０万元，比２０２２年调整预算减少,127490.0,,北京市2025政府工作报告.txt
